Timestamp,Username,Name,Email,Phone Number,Date,Time Start,Court Room Number,Judge Name 1,Judge Name 2,Notes,Attorneys Present,The judge was impartial,Explanation,The judge was professional,Explanation.1,The judge was rational,Explanation.2,The judge was compassionate,Explanation.3,The judge was respectful,Explanation.4,The judge was unbiased,Explanation.5,The judge was patient,Explanation.6,The judge was audible,Explanation.7,The judge was intelligible,Explanation.8,The judge's questions were relevant,Explanation.9,The judge's decision was understandable,Explanation.10,The judge was considerate,Explanation.11,The judge was punctual,Explanation.12,The judge was attentive,Explanation.13,The judge was prepared,Explanation.14,The judge was authoritative,Explanation.15,Is there anything else you wish to address?,Unnamed: 45
2021/10/21 09:30:00,Joseph Middleton,jenkinsanita@hotmail.com,Joseph Middleton,,2021/10/21,9:30:00,Chicago Courtroom 100,Brian Austin,,,Stephen Noble,Disagree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Disagree,,Neutral,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Neutral,,Disagree,,Strongly Disagree,,Strongly Agree,,Strongly Agree,,Neutral,,,
2021/02/24 09:30:00,Jeffrey James,hannahpena@gmail.com,Jeffrey James,,2021/02/24,9:30:00,Chicago Courtroom 206,Carolyn Combs,,,Rachel Peterson,Strongly Agree,,Disagree,,Neutral,,Agree,,Strongly Agree,,Strongly Agree,,Strongly Disagree,,Disagree,,Strongly Agree,,Neutral,,Strongly Agree,,Agree,,Neutral,,Agree,,Strongly Agree,,Agree,,proper steps so far it appears,
2021/06/21 09:00:00,Marc Flores,joshuajohnson@hotmail.com,Marc Flores,,2021/06/21,9:00:00,Chicago Courtroom 100,,,,Sarah Conrad,Strongly Disagree,,Strongly Agree,,Agree,,Agree,,Neutral,,Agree,,Strongly Agree,,Agree,,Strongly Agree,,Agree,,Disagree,,Strongly Agree,,Neutral,,Strongly Agree,,Strongly Disagree,,Disagree,,,
2021/06/29 12:00:00,Gregory Campbell,kimberlyflores@harris-alvarado.com,Gregory Campbell,,2021/06/29,12:00:00,Chicago Courtroom 102,Andrew Scott,,,April Kim,Disagree,,Agree,,Agree,,Strongly Agree,,Neutral,,Agree,,Neutral,,Disagree,,Agree,,Strongly Agree,,Neutral,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Disagree,,Agree,,,
2021/09/07 12:30:00,Sarah Gibbs,bgarcia@brown.biz,Sarah Gibbs,,2021/09/07,12:30:00,Chicago Courtroom 100,Amber Martinez,,,Laura Walker,Agree,,Agree,,Strongly Agree,,Strongly Agree,,Neutral,,Agree,,Agree,,Disagree,,Disagree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Agree,,Agree,,Strongly Agree,,Agree,,Offered a continuance due to private...,
2021/01/14 12:00:00,Heather Bullock,adavenport@yahoo.com,Heather Bullock,,2021/01/14,12:00:00,Chicago Courtroom 302,Carol Bishop,,,George Sanchez,Strongly Agree,,Agree,,Agree,,Strongly Disagree,,Agree,,Agree,,Neutral,,Neutral,,Strongly Disagree,,Neutral,,Disagree,,Disagree,,Strongly Agree,,Neutral,,Agree,,Strongly Agree,,I could not...,
2021/03/03 09:30:00,Lisa Crawford,obarrera@turner.com,Lisa Crawford,,2021/03/03,9:30:00,Chicago Courtroom 100,,,,Angie Stewart,Strongly Agree,,Agree,,Agree,,Neutral,,Agree,,Strongly Disagree,,Neutral,,Agree,,Strongly Agree,,Neutral,,Neutral,,Neutral,,Strongly Agree,,Strongly Disagree,,Strongly Agree,,Agree,,,
2021/04/27 09:30:00,Kenneth Jones,karen37@price-richardson.org,Kenneth Jones,,2021/04/27,9:30:00,Chicago Courtroom 404,Karen Watkins,,,Sophia Murray,Neutral,,Agree,,Agree,,Strongly Agree,,Neutral,,Strongly Disagree,,Agree,,Strongly Disagree,,Agree,,Agree,,Strongly Agree,,Neutral,,Agree,,Disagree,,Strongly Agree,,Agree,,,
2021/08/18 12:30:00,Deanna Jimenez,carolsmith@gmail.com,Deanna Jimenez,,2021/08/18,12:30:00,Chicago Courtroom 100,Brittany Hudson,,,,Strongly Disagree,,Agree,,Strongly Agree,,Strongly Agree,,Neutral,,Neutral,,Agree,,Neutral,,Strongly Agree,,Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Agree,,Strongly Agree,,The attorney was...,
2021/04/29 09:00:00,Susan Barajas,lewisvictor@adkins-powell.com,Susan Barajas,,2021/04/29,9:00:00,Chicago Courtroom 205,,,,Jasmine Reid,Strongly Agree,,Neutral,,Neutral,,Strongly Agree,,Disagree,,Agree,,Neutral,,Agree,,Agree,,Agree,,Neutral,,Agree,,Strongly Agree,,Strongly Agree,,Agree,,Agree,,Pobation office was OK with the outcome...,
2021/02/11 09:30:00,Cheyenne Harris,alisonlopez@kim.com,Cheyenne Harris,,2021/02/11,9:30:00,Chicago Courtroom 400,Cody Daniels,,,Vickie Peterson,Strongly Agree,,Agree,,Agree,,Agree,,Strongly Agree,,Agree,,Agree,,Strongly Disagree,,Strongly Agree,,Agree,,Neutral,,Agree,,Agree,,Strongly Agree,,Strongly Disagree,,Strongly Disagree,,,
2021/03/09 09:30:00,Jacqueline Salazar,sgraham@edwards.com,Jacqueline Salazar,,2021/03/09,9:30:00,Chicago Courtroom 100,Melvin Mccoy,,,Angela Boyer,Agree,,Neutral,,Strongly Agree,,Neutral,,Agree,,Neutral,,Strongly Disagree,,Strongly Agree,,Agree,,Agree,,Strongly Disagree,,Neutral,,Strongly Agree,,Strongly Agree,,Neutral,,Disagree,,I think the judge was transparent...,
2021/10/04 10:00:00,Michael Lawrence,kimberlybyrd@carter.org,Michael Lawrence,,2021/10/04,10:00:00,Chicago Courtroom 700,Blake Garcia,,,Philip Lee,Neutral,,Neutral,,Disagree,,Agree,,Neutral,,Neutral,,Strongly Agree,,Strongly Agree,,Agree,,Strongly Disagree,,Neutral,,Agree,,Disagree,,Strongly Agree,,Strongly Disagree,,Neutral,,,
2021/06/01 09:30:00,Gregory Campbell,kimberlyflores@harris-alvarado.com,Gregory Campbell,,2021/06/01,9:30:00,Markham Courtroom 101,,,,Tina Wolfe,Strongly Agree,,Agree,,Agree,,Neutral,,Agree,,Agree,,Agree,,Agree,,Agree,,Neutral,,Strongly Agree,,Agree,,Disagree,,Agree,,Strongly Agree,,Neutral,,,
2021/09/23 09:00:00,Amanda Padilla,charlesgarcia@glover.com,Amanda Padilla,,2021/09/23,9:00:00,Chicago Courtroom 100,Blake Garcia,,,,Strongly Agree,,Strongly Disagree,,Agree,,Strongly Agree,,Agree,,Neutral,,Strongly Agree,,Strongly Agree,,Neutral,,Neutral,,Strongly Agree,,Strongly Agree,,Disagree,,Strongly Disagree,,Agree,,Strongly Agree,,,
2021/04/22 09:30:00,Scott Tate,phillip49@grant-butler.com,Scott Tate,,2021/04/22,9:30:00,Chicago Courtroom 100,Dawn Gomez,,,Bonnie Padilla,Disagree,,Agree,,Agree,,Disagree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Agree,,Neutral,,Strongly Agree,,Strongly Agree,,Agree,,Agree,,Strongly Disagree,,Strongly Agree,,Pobation office was OK with the outcome...,
2021/10/19 11:00:00,Jill Weaver,ramirezandrew@gmail.com,Jill Weaver,,2021/10/19,11:00:00,Chicago Courtroom 504,Ryan Lee,,,Brenda Adams,Agree,,Neutral,,Strongly Agree,,Agree,,Strongly Agree,,Strongly Agree,,Neutral,,Strongly Agree,,Agree,,Agree,,Strongly Disagree,,Strongly Disagree,,Neutral,,Agree,,Agree,,Neutral,,Offered a continuance due to private...,
2021/08/17 09:30:00,Lisa Rangel,danielbrown@yahoo.com,Lisa Rangel,,2021/08/17,9:30:00,Chicago Courtroom 100,Timothy Armstrong,,,Hannah Nicholson,Neutral,,Agree,,Strongly Agree,,Strongly Agree,,Disagree,,Disagree,,Strongly Agree,,Neutral,,Strongly Agree,,Strongly Agree,,Agree,,Neutral,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,The defendant...,
2021/10/26 11:00:00,Christopher Shields,timothygreene@grimes.com,Christopher Shields,,2021/10/26,11:00:00,Chicago Courtroom 102,,,,Tammy Williamson,Strongly Agree,,Strongly Disagree,,Strongly Agree,,Disagree,,Agree,,Strongly Disagree,,Agree,,Strongly Agree,,Strongly Disagree,,Strongly Agree,,Disagree,,Neutral,,Disagree,,Neutral,,Neutral,,Agree,,proper steps so far it appears,
2021/08/04 11:00:00,Lisa Rangel,danielbrown@yahoo.com,Lisa Rangel,,2021/08/04,11:00:00,Chicago Courtroom 100,Clifford Lindsey,,,Mr. Jose Kelley,Agree,,Agree,,Strongly Disagree,,Neutral,,Disagree,,Strongly Agree,,Neutral,,Neutral,,Strongly Agree,,Agree,,Agree,,Agree,,Neutral,,Agree,,Neutral,,Neutral,,Everything seemed,
2021/09/13 10:30:00,Timothy Ferguson,trobinson@beltran.com,Timothy Ferguson,,2021/09/13,10:30:00,Chicago Courtroom 700,Todd Greer,,,Amanda Weaver,Strongly Disagree,,Strongly Agree,,Strongly Disagree,,Strongly Disagree,,Strongly Agree,,Agree,,Disagree,,Strongly Agree,,Agree,,Agree,,Strongly Agree,,Disagree,,Strongly Agree,,Strongly Agree,,Strongly Disagree,,Strongly Disagree,,proper steps so far it appears,
2021/11/17 12:30:00,Ryan Castillo,jonathanmcdonald@yahoo.com,Ryan Castillo,,2021/11/17,12:30:00,Chicago Courtroom 100,Jordan Young,,,,Neutral,,Neutral,,Strongly Agree,,Strongly Agree,,Agree,,Neutral,,Agree,,Strongly Agree,,Agree,,Strongly Agree,,Strongly Agree,,Agree,,Agree,,Agree,,Strongly Agree,,Agree,,,
2021/05/03 11:00:00,Charles Martinez,qmcbride@ayers-warner.info,Charles Martinez,,2021/05/03,11:00:00,Chicago Courtroom 700,Gloria Allen,,,Tristan Reyes,Disagree,,Neutral,,Disagree,,Strongly Agree,,Strongly Agree,,Disagree,,Neutral,,Strongly Agree,,Neutral,,Neutral,,Agree,,Agree,,Agree,,Strongly Disagree,,Agree,,Neutral,,charge was violation of bail bond,
2021/03/18 09:30:00,Travis Rodriguez,jacobsondale@yahoo.com,Travis Rodriguez,,2021/03/18,9:30:00,Chicago Courtroom 100,,,,Vicki Rivera,Strongly Agree,,Agree,,Strongly Disagree,,Neutral,,Agree,,Agree,,Neutral,,Agree,,Disagree,,Neutral,,Agree,,Strongly Agree,,Neutral,,Strongly Agree,,Neutral,,Disagree,,,
2021/09/07 09:00:00,Theresa Fisher,sarahuynh@yahoo.com,Theresa Fisher,,2021/09/07,9:00:00,Chicago Courtroom 506,,,,Melissa Cherry,Disagree,,Agree,,Agree,,Agree,,Neutral,,Strongly Disagree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Agree,,Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Agree,,Strongly Agree,,,
2021/12/30 12:00:00,Kenneth Shepherd,angela18@mayo-griffin.com,Kenneth Shepherd,,2021/12/30,12:00:00,Chicago Courtroom 100,Kelly Shelton,,,Jessica Preston,Agree,,Strongly Agree,,Strongly Agree,,Agree,,Agree,,Strongly Disagree,,Strongly Disagree,,Agree,,Neutral,,Agree,,Strongly Agree,,Agree,,Strongly Agree,,Disagree,,Agree,,Strongly Agree,,judge apologized for using male pronouns ,
2021/08/11 09:30:00,Cynthia Holloway,vingram@yahoo.com,Cynthia Holloway,,2021/08/11,9:30:00,Chicago Courtroom 302,,,,Sherry Walsh,Neutral,,Agree,,Neutral,,Strongly Agree,,Strongly Disagree,,Strongly Agree,,Agree,,Strongly Agree,,Disagree,,Agree,,Agree,,Agree,,Strongly Agree,,Neutral,,Strongly Agree,,Neutral,,was very understanding of folks,
2021/10/13 12:30:00,Whitney Kent,colleen34@fowler.biz,Whitney Kent,,2021/10/13,12:30:00,Chicago Courtroom 306,Eric Washington,,,Matthew Henderson,Strongly Agree,,Disagree,,Neutral,,Agree,,Agree,,Strongly Disagree,,Disagree,,Agree,,Strongly Agree,,Neutral,,Strongly Agree,,Agree,,Agree,,Neutral,,Strongly Agree,,Strongly Agree,,I think the judge was transparent...,
2021/09/14 09:30:00,Jonathan Dickerson,walkerrandy@travis-sandoval.biz,Jonathan Dickerson,,2021/09/14,9:30:00,Chicago Courtroom 100,Amanda Walker,,,Dennis Stuart,Agree,,Agree,,Neutral,,Neutral,,Strongly Agree,,Strongly Disagree,,Neutral,,Strongly Disagree,,Agree,,Agree,,Strongly Agree,,Strongly Agree,,Disagree,,Strongly Agree,,Agree,,Strongly Agree,,,
2021/05/27 09:30:00,David Hernandez,allison17@henry-harris.biz,David Hernandez,,2021/05/27,9:30:00,Chicago Courtroom 100,Anthony Clark,,,Patrick Evans,Strongly Disagree,,Strongly Agree,,Agree,,Strongly Disagree,,Strongly Agree,,Strongly Agree,,Agree,,Agree,,Agree,,Strongly Disagree,,Strongly Agree,,Agree,,Agree,,Agree,,Strongly Agree,,Strongly Disagree,,,
2021/09/06 11:00:00,Jeffrey James,hannahpena@gmail.com,Jeffrey James,,2021/09/06,11:00:00,Chicago Courtroom 301,Keith Aguilar,,,Robert Lopez,Neutral,,Agree,,Agree,,Agree,,Agree,,Disagree,,Strongly Disagree,,Strongly Agree,,Neutral,,Neutral,,Strongly Agree,,Strongly Agree,,Agree,,Neutral,,Neutral,,Agree,,Offered a continuance due to private...,
2021/06/03 09:30:00,Renee Perez,kristinaevans@black.com,Renee Perez,,2021/06/03,9:30:00,Chicago Courtroom 100,Breanna Fuller,,,Philip Smith,Strongly Disagree,,Agree,,Strongly Agree,,Disagree,,Neutral,,Strongly Agree,,Agree,,Agree,,Agree,,Neutral,,Agree,,Agree,,Strongly Disagree,,Strongly Agree,,Agree,,Agree,,The man said...,
2021/07/05 09:30:00,Jessica Lee,paula05@kirby-nguyen.com,Jessica Lee,,2021/07/05,9:30:00,Chicago Courtroom 100,Sarah Hammond,,,Kathy Sullivan,Agree,,Agree,,Disagree,,Agree,,Neutral,,Strongly Agree,,Agree,,Agree,,Neutral,,Strongly Agree,,Neutral,,Strongly Agree,,Neutral,,Neutral,,Disagree,,Neutral,,,
2021/12/23 12:30:00,Andrea Hanson,benjaminjones@reynolds-wilcox.com,Andrea Hanson,,2021/12/23,12:30:00,Chicago Courtroom 700,Erik Mitchell,,,Barbara Rodriguez,Strongly Agree,,Strongly Disagree,,Strongly Agree,,Agree,,Agree,,Strongly Agree,,Neutral,,Agree,,Disagree,,Disagree,,Strongly Disagree,,Disagree,,Disagree,,Neutral,,Agree,,Strongly Agree,,,
2021/02/22 09:30:00,Renee Perez,kristinaevans@black.com,Renee Perez,,2021/02/22,9:30:00,Chicago Courtroom 704,Michael Dixon,,,Barbara Rodriguez,Agree,,Disagree,,Strongly Disagree,,Agree,,Strongly Disagree,,Strongly Agree,,Strongly Disagree,,Neutral,,Agree,,Neutral,,Strongly Agree,,Disagree,,Disagree,,Neutral,,Agree,,Agree,,PD asked for community service,
2021/09/27 12:30:00,Regina Wilson,rayjonathan@gmail.com,Regina Wilson,,2021/09/27,12:30:00,Chicago Courtroom 301,Lawrence Whitney,,,Kimberly Edwards,Strongly Agree,,Agree,,Agree,,Agree,,Agree,,Neutral,,Neutral,,Neutral,,Agree,,Disagree,,Neutral,,Neutral,,Strongly Agree,,Agree,,Strongly Agree,,Strongly Agree,,,
2021/06/01 12:30:00,Tommy Fowler,karen23@maddox.com,Tommy Fowler,,2021/06/01,12:30:00,Chicago Courtroom 3A15,Karen Jackson,,,Jonathon Lopez,Agree,,Neutral,,Disagree,,Disagree,,Neutral,,Strongly Agree,,Neutral,,Strongly Agree,,Strongly Agree,,Strongly Disagree,,Neutral,,Strongly Agree,,Strongly Agree,,Agree,,Strongly Disagree,,Agree,,proper steps so far it appears,
2021/08/04 12:30:00,Renee Perez,kristinaevans@black.com,Renee Perez,,2021/08/04,12:30:00,Chicago Courtroom 700,Stephen Pena,,,Lisa Salazar,Strongly Disagree,,Agree,,Agree,,Agree,,Strongly Agree,,Neutral,,Neutral,,Strongly Agree,,Agree,,Agree,,Strongly Agree,,Agree,,Disagree,,Strongly Disagree,,Strongly Agree,,Disagree,,charge was violation of bail bond,
2021/03/11 09:30:00,Lisa Rangel,danielbrown@yahoo.com,Lisa Rangel,,2021/03/11,9:30:00,Chicago Courtroom 100,Jennifer Reed,,,,Disagree,,Strongly Disagree,,Agree,,Strongly Agree,,Neutral,,Strongly Disagree,,Neutral,,Agree,,Strongly Agree,,Strongly Agree,,Neutral,,Strongly Agree,,Agree,,Agree,,Disagree,,Strongly Agree,,was very understanding of folks,
2021/12/02 12:30:00,Nicole Chandler,amythompson@lee-leblanc.com,Nicole Chandler,,2021/12/02,12:30:00,Chicago Courtroom 100,Kyle Escobar,,,Jeremy Ray,Disagree,,Agree,,Strongly Agree,,Agree,,Neutral,,Agree,,Disagree,,Agree,,Neutral,,Strongly Agree,,Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,The police officer was...,
2021/12/17 09:00:00,Ryan Castillo,jonathanmcdonald@yahoo.com,Ryan Castillo,,2021/12/17,9:00:00,Chicago Courtroom 102,Denise Shannon,,,Bryan Alexander,Neutral,,Agree,,Disagree,,Neutral,,Neutral,,Strongly Agree,,Strongly Disagree,,Neutral,,Agree,,Neutral,,Strongly Agree,,Strongly Disagree,,Agree,,Strongly Disagree,,Disagree,,Agree,,,
2021/06/15 10:30:00,David Hernandez,allison17@henry-harris.biz,David Hernandez,,2021/06/15,10:30:00,Chicago Courtroom 102,Phillip Graham,,,Kimberly Lynch,Neutral,,Neutral,,Strongly Disagree,,Neutral,,Neutral,,Strongly Agree,,Agree,,Neutral,,Strongly Disagree,,Strongly Agree,,Agree,,Strongly Agree,,Agree,,Strongly Agree,,Disagree,,Agree,,,
2021/02/02 10:00:00,Jonathan Dickerson,walkerrandy@travis-sandoval.biz,Jonathan Dickerson,,2021/02/02,10:00:00,Chicago Courtroom 101,Samuel Nguyen,,,Amanda Smith,Agree,,Strongly Agree,,Neutral,,Strongly Disagree,,Strongly Agree,,Agree,,Strongly Agree,,Agree,,Neutral,,Agree,,Neutral,,Agree,,Strongly Agree,,Agree,,Neutral,,Agree,,The defendant...,
2021/10/20 12:00:00,Gregory Campbell,kimberlyflores@harris-alvarado.com,Gregory Campbell,,2021/10/20,12:00:00,Chicago Courtroom 100,Mary Weber,,,Samantha Martinez,Strongly Agree,,Agree,,Neutral,,Strongly Agree,,Neutral,,Disagree,,Strongly Agree,,Disagree,,Agree,,Agree,,Neutral,,Strongly Disagree,,Strongly Agree,,Strongly Agree,,Neutral,,Neutral,,,
2021/06/17 12:00:00,Michael Lawrence,kimberlybyrd@carter.org,Michael Lawrence,,2021/06/17,12:00:00,Chicago Courtroom 100,Michelle Rivera,,,Joseph Brown,Strongly Disagree,,Agree,,Neutral,,Neutral,,Neutral,,Strongly Agree,,Strongly Agree,,Agree,,Agree,,Strongly Agree,,Strongly Disagree,,Neutral,,Agree,,Agree,,Agree,,Neutral,,Everything seemed,
2021/02/09 12:30:00,Sarah Ward,marvin16@hotmail.com,Sarah Ward,,2021/02/09,12:30:00,Chicago Courtroom 100,Erik Clark,,,Sarah Rose,Strongly Agree,,Agree,,Agree,,Agree,,Agree,,Strongly Agree,,Strongly Agree,,Neutral,,Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Strongly Disagree,,Strongly Agree,,Strongly Agree,,proper steps so far it appears,
2021/08/30 10:00:00,Whitney Kent,colleen34@fowler.biz,Whitney Kent,,2021/08/30,10:00:00,Chicago Courtroom 100,Joseph Miranda,,,William Gonzalez,Agree,,Agree,,Strongly Agree,,Strongly Agree,,Agree,,Agree,,Strongly Agree,,Strongly Agree,,Disagree,,Neutral,,Agree,,Agree,,Neutral,,Strongly Disagree,,Strongly Disagree,,Neutral,,,
2021/05/25 12:00:00,Amanda Wood,sabrinagreen@yahoo.com,Amanda Wood,,2021/05/25,12:00:00,Chicago Courtroom 404,Paula Young,,,,Agree,,Disagree,,Strongly Agree,,Agree,,Strongly Agree,,Strongly Agree,,Agree,,Agree,,Agree,,Agree,,Strongly Agree,,Agree,,Neutral,,Agree,,Strongly Agree,,Agree,,The Court was...,
2021/12/20 11:00:00,Joseph Vargas,bevans@solis.biz,Joseph Vargas,,2021/12/20,11:00:00,Chicago Courtroom 100,Brian Morrison,,,Robert Clark,Strongly Agree,,Neutral,,Strongly Disagree,,Strongly Agree,,Disagree,,Strongly Agree,,Strongly Agree,,Agree,,Neutral,,Agree,,Neutral,,Strongly Agree,,Neutral,,Agree,,Strongly Agree,,Disagree,,The Court was...,
2021/11/29 10:30:00,Clinton English,garciajoseph@gmail.com,Clinton English,,2021/11/29,10:30:00,Chicago Courtroom 100,,,,Joseph Savage,Neutral,,Disagree,,Agree,,Agree,,Disagree,,Agree,,Agree,,Agree,,Strongly Agree,,Neutral,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Disagree,,Strongly Agree,,I could not...,
2021/11/22 09:30:00,Amanda Wood,sabrinagreen@yahoo.com,Amanda Wood,,2021/11/22,9:30:00,Chicago Courtroom 100,,,,Amanda Smith,Strongly Agree,,Disagree,,Strongly Agree,,Neutral,,Strongly Disagree,,Strongly Agree,,Neutral,,Neutral,,Strongly Agree,,Neutral,,Neutral,,Agree,,Strongly Agree,,Agree,,Disagree,,Strongly Agree,,I could not...,
2021/09/13 09:30:00,Joseph Jones,ystone@gmail.com,Joseph Jones,,2021/09/13,9:30:00,Chicago Courtroom 100,Sherry Williams,,,Johnny Green,Strongly Disagree,,Neutral,,Neutral,,Disagree,,Agree,,Agree,,Agree,,Agree,,Neutral,,Neutral,,Disagree,,Strongly Agree,,Agree,,Disagree,,Strongly Disagree,,Strongly Agree,,,
2021/01/19 11:00:00,Jessica Lee,paula05@kirby-nguyen.com,Jessica Lee,,2021/01/19,11:00:00,Chicago Courtroom 100,,,,Nancy Fox,Strongly Disagree,,Strongly Agree,,Disagree,,Strongly Agree,,Strongly Agree,,Agree,,Agree,,Neutral,,Strongly Disagree,,Strongly Agree,,Strongly Disagree,,Strongly Agree,,Neutral,,Strongly Agree,,Agree,,Agree,,,
2021/11/18 09:30:00,Daniel Miller,heidiwilliams@hotmail.com,Daniel Miller,,2021/11/18,9:30:00,Chicago Courtroom 100,,,,,Strongly Agree,,Agree,,Disagree,,Strongly Agree,,Agree,,Strongly Agree,,Disagree,,Agree,,Strongly Agree,,Neutral,,Strongly Agree,,Agree,,Agree,,Strongly Disagree,,Agree,,Strongly Disagree,,The Judge was...,
2021/05/18 12:30:00,George Ibarra,gle@mckee.info,George Ibarra,,2021/05/18,12:30:00,Chicago Courtroom 100,Randall Smith,,,James Phillips,Strongly Disagree,,Neutral,,Disagree,,Disagree,,Neutral,,Agree,,Strongly Agree,,Agree,,Strongly Agree,,Strongly Agree,,Agree,,Agree,,Strongly Disagree,,Agree,,Neutral,,Agree,,already served part of a long term and his attorney,
2021/01/26 09:30:00,Amanda Wood,sabrinagreen@yahoo.com,Amanda Wood,,2021/01/26,9:30:00,Chicago Courtroom 308,David Black,,,Timothy Dillon,Strongly Agree,,Agree,,Agree,,Agree,,Strongly Disagree,,Agree,,Strongly Agree,,Agree,,Agree,,Neutral,,Disagree,,Strongly Disagree,,Disagree,,Disagree,,Strongly Disagree,,Neutral,,,
2021/02/02 10:00:00,Terry Ortiz,jamesjones@white.com,Terry Ortiz,,2021/02/02,10:00:00,Chicago Courtroom 700,Donna Jackson,,,Autumn Brown,Agree,,Strongly Agree,,Strongly Agree,,Disagree,,Strongly Agree,,Neutral,,Neutral,,Strongly Disagree,,Agree,,Neutral,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Strongly Disagree,,Agree,,Disagree,,,
2021/12/23 11:00:00,Charles Spencer,barbara90@gmail.com,Charles Spencer,,2021/12/23,11:00:00,Chicago Courtroom 100,Brandy Hernandez,,,Tiffany Byrd,Strongly Agree,,Strongly Disagree,,Agree,,Neutral,,Neutral,,Agree,,Neutral,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Agree,,Strongly Agree,,Disagree,,Strongly Agree,,Agree,,Strongly Agree,,The police officer was...,
2021/01/19 09:00:00,George Ibarra,gle@mckee.info,George Ibarra,,2021/01/19,9:00:00,Chicago Courtroom 100,Edward Garrett MD,,,Rachel Clark,Neutral,,Strongly Agree,,Disagree,,Strongly Agree,,Agree,,Strongly Agree,,Strongly Agree,,Agree,,Strongly Agree,,Disagree,,Disagree,,Neutral,,Neutral,,Agree,,Agree,,Strongly Agree,,I think the judge was transparent...,
2021/02/03 09:30:00,Michael Guerrero,clopez@miller.net,Michael Guerrero,,2021/02/03,9:30:00,Chicago Courtroom 206,Ryan Lee,,,Mark English,Agree,,Strongly Agree,,Agree,,Strongly Agree,,Agree,,Agree,,Neutral,,Strongly Agree,,Strongly Agree,,Strongly Disagree,,Strongly Agree,,Agree,,Strongly Disagree,,Disagree,,Strongly Agree,,Strongly Agree,,,
2021/11/23 12:00:00,Corey Robinson,sevans@pruitt-johnson.com,Corey Robinson,,2021/11/23,12:00:00,Chicago Courtroom 100,Peggy Russell,,,Mario Butler PhD,Strongly Agree,,Strongly Agree,,Agree,,Neutral,,Strongly Agree,,Strongly Agree,,Disagree,,Neutral,,Strongly Agree,,Agree,,Agree,,Strongly Agree,,Neutral,,Disagree,,Agree,,Agree,,The hearing went quickly,
2021/06/16 12:00:00,Phillip Brooks,faulknerdavid@norris.com,Phillip Brooks,,2021/06/16,12:00:00,Chicago Courtroom 100,Timothy Sanchez,,,,Strongly Agree,,Neutral,,Agree,,Strongly Agree,,Agree,,Strongly Agree,,Agree,,Disagree,,Agree,,Neutral,,Strongly Agree,,Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Agree,,,
2021/04/08 09:30:00,Brad Walker,bobbyrichard@hotmail.com,Brad Walker,,2021/04/08,9:30:00,Chicago Courtroom 100,Erik Martinez,,,Christopher Dawson,Neutral,,Agree,,Strongly Agree,,Neutral,,Neutral,,Strongly Disagree,,Strongly Agree,,Neutral,,Neutral,,Neutral,,Disagree,,Strongly Agree,,Neutral,,Disagree,,Strongly Agree,,Disagree,,The Judge was...,
2021/03/09 10:30:00,Christopher Shields,timothygreene@grimes.com,Christopher Shields,,2021/03/09,10:30:00,Chicago Courtroom 100,Perry Smith,,,Gregory Jones,Neutral,,Agree,,Agree,,Neutral,,Strongly Disagree,,Neutral,,Agree,,Agree,,Disagree,,Neutral,,Strongly Agree,,Agree,,Strongly Agree,,Disagree,,Agree,,Neutral,,The police officer was...,
2021/01/18 11:00:00,Jacob Mercado,kimrobert@gmail.com,Jacob Mercado,,2021/01/18,11:00:00,Chicago Courtroom 308,Christina Boyd,,,Shelia Mckinney,Neutral,,Strongly Disagree,,Agree,,Strongly Agree,,Agree,,Strongly Agree,,Agree,,Strongly Agree,,Agree,,Agree,,Agree,,Strongly Agree,,Strongly Disagree,,Strongly Agree,,Agree,,Agree,,,
2021/12/14 10:30:00,Shannon Gross,lisagonzalez@wells.org,Shannon Gross,,2021/12/14,10:30:00,Chicago Courtroom 100,Tammy Kennedy,,,Robert Kim,Strongly Agree,,Strongly Disagree,,Neutral,,Strongly Agree,,Strongly Disagree,,Agree,,Strongly Agree,,Agree,,Strongly Agree,,Agree,,Strongly Agree,,Neutral,,Neutral,,Strongly Agree,,Strongly Agree,,Strongly Disagree,,,
2021/01/20 10:00:00,Elijah Thompson,oconnordaniel@webb.org,Elijah Thompson,,2021/01/20,10:00:00,Chicago Courtroom 100,Tammy Horne,,,,Strongly Agree,,Agree,,Strongly Agree,,Agree,,Strongly Agree,,Agree,,Agree,,Strongly Disagree,,Neutral,,Strongly Agree,,Agree,,Strongly Agree,,Strongly Agree,,Strongly Disagree,,Strongly Disagree,,Neutral,,,
